player,position,team,teamsignedwith,age,years,contract,salary,guaranteed,guaranteedpct,yearfreeagent
John Peters (20152017) ,TE ,CIN ,CIN ,23,3,1575500,525167,500,0.03,2018
Kalafitoni Pole (20152017) ,DT ,CIN ,CIN ,23,3,1575500,525167,500,0.03,2018
Paul Lasike (20152017) ,FB ,ARI ,ARI ,25,3,1575500,525167,500,0.03,2018
Chris Jasperse (20152017) ,C ,CIN ,CIN ,24,3,1575500,525167,500,0.03,2018
Kyle Roberts (20152017) ,T ,DEN ,DEN ,0,3,1575500,525167,500,0.03,2018
Connor Neighbors (20152017) ,RB ,TEN ,TEN ,0,3,1575500,525167,500,0.03,2018
Antonio Allen (20122015) ,CB ,NYJ ,NYJ ,26,4,2100000,525000,45896,2.19,2016
Tank Carder (20122015) ,ILB ,CLE ,CLE ,26,4,2100000,525000, , ,2016
Kevin Haplea (20152017) ,TE ,CLE ,CLE ,23,3,1575000,525000, , ,2018
Marcus Reed (20152017) ,G ,KC ,GB ,0,3,1575000,525000, , ,2018
Darius Jennings (20152017) ,WR ,CLE ,CLE ,23,3,1575000,525000, , ,2018
Tom Farniok (20152017) ,C ,MIN ,MIN ,0,3,1575000,525000, , ,2018
Luke Lundy (20152017) ,RB ,CLE ,CLE ,26,3,1575000,525000, , ,2018
Wes Miller (20152017) ,S ,BUF ,BUF ,23,3,1575000,525000, , ,2018
Douglas McNeil (20152017) ,WR ,SEA ,SEA ,29,3,1575000,525000, , ,2018
Isaac Fruechte (20152017) ,WR ,MIN ,MIN ,0,3,1575000,525000, , ,2018
Tim Semisch (20152017) ,TE ,MIA ,MIA ,0,3,1575000,525000, , ,2018
Jake Heaps (20152017) ,QB ,NYJ ,NYJ ,0,3,1575000,525000, , ,2018
Daniel Rodriguez (20152017) ,WR ,STL ,STL ,0,3,1575000,525000, , ,2018
Joseph Treadwell (20152017) ,T ,HOU ,HOU ,0,3,1575000,525000, , ,2018
Garrett Frye (20152017) ,C ,KC ,KC ,0,3,1575000,525000, , ,2018
Brandon Person (20152017) ,S ,ARI ,ARI ,23,3,1575000,525000, , ,2018
Ben Heenan (20152017) ,G ,IND ,IND ,25,3,1575000,525000, , ,2018
Harold JonesQuartey (20152017) ,S ,ARI ,ARI ,21,3,1575000,525000, , ,2018
Terry Williams (20152017) ,DT ,CHI ,CHI ,23,3,1575000,525000, , ,2018
Kyle Woestmann (20152017) ,LB ,CHI ,CHI ,23,3,1575000,525000, , ,2018
Leon Brown (20152017) ,G ,BAL ,BAL ,22,3,1575000,525000, , ,2018
Daniel Brown (20152017) ,WR ,BAL ,BAL ,23,3,1575000,525000, , ,2018
Andrew Bose (20152017) ,ILB ,BAL ,BAL ,22,3,1575000,525000, , ,2018
Desmond Martin (20152017) ,RB ,DET ,DET ,0,3,1575000,525000, , ,2018
Will Tye (20152017) ,TE ,NYG ,NYG ,0,3,1575000,525000, , ,2018
Tyrell Adams (20152017) ,LB ,SEA ,SEA ,0,3,1575000,525000, , ,2018
Terrell Floyd (20152017) ,CB ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Brandon Cottom (20152017) ,RB ,SEA ,SEA ,0,3,1575000,525000, , ,2018
De'Ante Saunders (20152017) ,CB ,CLE ,CLE ,22,3,1575000,525000, , ,2018
Andre Davis (20152017) ,G ,DEN ,DEN ,0,3,1575000,525000, , ,2018
David Porter (20152017) ,WR ,DEN ,DEN ,0,3,1575000,525000, , ,2018
David Wang (20152017) ,C ,STL ,STL ,0,3,1575000,525000, , ,2018
Alonzo Highsmith (20152017) ,OLB ,WAS ,WAS ,25,3,1575000,525000, , ,2018
Brett Jones (20152017) ,C ,NYG ,NYG ,24,3,1575000,525000, , ,2018
Jack Rummels (20152017) ,G ,JAC ,JAC ,0,3,1575000,525000, , ,2018
Jarred Haggins (20152017) ,WR ,DET ,DET ,0,3,1575000,525000, , ,2018
Kenny Harper (20152017) ,RB ,NYG ,NYG ,0,3,1575000,525000, , ,2018
A.J. Cruz (20152017) ,WR ,CHI ,CHI ,0,3,1575000,525000, , ,2018
T.Y. McGill (20152017) ,DT ,SEA ,SEA ,0,3,1575000,525000, , ,2018
Sam Meredith (20152017) ,DEF ,ATL ,ATL ,22,3,1575000,525000, , ,2018
Justin Shirk (20152017) ,ILB ,IND ,IND ,0,3,1575000,525000, , ,2018
Quincy Enunwa (20152017) ,WR ,NYJ ,NYJ ,23,3,1575000,525000, , ,2018
Jonathan Mincy (20152017) ,CB ,ATL ,ATL ,22,3,1575000,525000, , ,2018
Ify Umodu (20152017) ,WR ,CHI ,CHI ,23,3,1575000,525000, , ,2018
Donnie Baggs (20152017) ,LB ,DAL ,DAL ,0,3,1575000,525000, , ,2018
Matt Huffer (20152017) ,T ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Deshon Foxx (20152017) ,WR ,SEA ,SEA ,22,3,1575000,525000, , ,2018
Malcolm Bronson (20152017) ,S ,CHI ,CHI ,25,3,1575000,525000, , ,2018
Beau Gardner (20152017) ,TE ,ATL ,ATL ,25,3,1575000,525000, , ,2018
Sage Harold (20152017) ,LB ,KC ,KC ,0,3,1575000,525000, , ,2018
Mitchell Bell (20152017) ,G ,OAK ,OAK ,0,3,1575000,525000, , ,2018
SaQwan Edwards (20152017) ,CB ,OAK ,OAK ,0,3,1575000,525000, , ,2018
Gary Wilkins (20152017) ,DT ,OAK ,OAK ,0,3,1575000,525000, , ,2018
Henry Coley (20152017) ,LB ,NO ,NO ,0,3,1575000,525000, , ,2018
Antonio Johnson (20152017) ,T ,NO ,NO ,0,3,1575000,525000, , ,2018
Kyle Prater (20152017) ,WR ,NO ,NO ,0,3,1575000,525000, , ,2018
Tyler Moore (20152017) ,G ,CHI ,CHI ,0,3,1575000,525000, , ,2018
Houston Bates (20152017) ,OLB ,WAS ,WAS ,0,3,1575000,525000, , ,2018
Brent Qvale (20152017) ,RT ,NYJ ,NYJ ,24,3,1575000,525000, , ,2018
Jude AdjeiBarimah (20152017) ,CB ,TB ,TB ,0,3,1575000,525000, , ,2018
Dashaun Phillips (20152017) ,CB ,NYJ ,NYJ ,24,3,1575000,525000, , ,2018
Tevin Westbrook (20152017) ,TE ,TEN ,TEN ,0,3,1575000,525000, , ,2018
Keith Lewis (20152017) ,CB ,NYJ ,NYJ ,26,3,1575000,525000, , ,2018
Dezmond Johnson (20152017) ,DE ,TEN ,TEN ,0,3,1575000,525000, , ,2018
Dylan Wynn (20152017) ,DT ,CLE ,CLE ,22,3,1575000,525000, , ,2018
Mylan Hicks (20152017) ,CB ,SF ,SF ,0,3,1575000,525000, , ,2018
Antoine Everett (20152017) ,G ,TB ,TB ,0,3,1575000,525000, , ,2018
Keshawn Hill (20152017) ,RB ,KC ,KC ,0,3,1575000,525000, , ,2018
Danny Mason (20152017) ,OLB ,DEN ,DEN ,24,3,1575000,525000, , ,2018
Daniel Munyer (20152017) ,C ,KC ,KC ,0,3,1575000,525000, , ,2018
Avius Capers (20152017) ,WR ,CAR ,CAR ,0,3,1575000,525000, , ,2018
Landon Feichter (20152017) ,S ,CLE ,CLE ,0,3,1575000,525000, , ,2018
Joe Don Duncan (20152017) ,TE ,DEN ,DEN ,24,3,1575000,525000, , ,2018
Kenneth Penny (20152017) ,CB ,KC ,KC ,0,3,1575000,525000, , ,2018
Brian Peters (20152017) ,ILB ,MIN ,MIN ,26,3,1575000,525000, , ,2018
Ramon Taylor (20152017) ,CB ,IND ,IND ,23,3,1575000,525000, , ,2018
Mike Reilly (20152017) ,LB ,CLE ,CLE ,23,3,1575000,525000, , ,2018
Tajh Hasson (20152017) ,CB ,WAS ,WAS ,23,3,1575000,525000, , ,2018
Charles Taamu (20152017) ,DT ,KC ,KC ,0,3,1575000,525000, , ,2018
Andrew Franks (20152017) ,K ,MIA ,MIA ,0,3,1575000,525000, , ,2018
Jonathon Rumph (20152017) ,WR ,NYJ ,NYJ ,0,3,1575000,525000, , ,2018
Chris Highland (20152017) ,LS ,NO ,NO ,0,3,1575000,525000, , ,2018
Malcome Kennedy (20152017) ,WR ,NO ,NO ,0,3,1575000,525000, , ,2018
Boris Anyama (20152017) ,OLB ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Ben Edwards (20152017) ,WR ,NYG ,NYG ,0,3,1575000,525000, , ,2018
Jasper Coleman (20152017) ,DE ,HOU ,HOU ,0,3,1575000,525000, , ,2018
Jawon Chisholm (20152017) ,RB ,PIT ,PIT ,23,3,1575000,525000, , ,2018
Derrick Johnson (20152017) ,WR ,NYG ,NYG ,24,3,1575000,525000, , ,2018
Brad Bars (20152017) ,DE ,NYG ,NYG ,23,3,1575000,525000, , ,2018
Uani Unga (20152017) ,OLB ,NYG ,NYG ,0,3,1575000,525000, , ,2018
Andy Phillips (20152017) ,T ,GB ,GB ,0,3,1575000,525000, , ,2018
Ed Reynolds (20152017) ,S ,PHI ,PHI ,23,3,1575000,525000, , ,2018
Quron Pratt (20152017) ,WR ,PHI ,PHI ,24,3,1575000,525000, , ,2018
Will Murphy (20152017) ,WR ,PHI ,PHI ,25,3,1575000,525000, , ,2018
Denzel Rice (20152017) ,CB ,PHI ,PHI ,0,3,1575000,525000, , ,2018
Chrishon Rose (20152017) ,DT ,MIN ,MIN ,0,3,1575000,525000, , ,2018
G.J. Kinne (20152017) ,QB ,PHI ,PHI ,26,3,1575000,525000, , ,2018
Vince Kowalski (20152017) ,RT ,GB ,GB ,0,3,1575000,525000, , ,2018
Abou Toure (20152017) ,RB ,IND ,IND ,0,3,1575000,525000, , ,2018
Ed Williams (20152017) ,WR ,GB ,GB ,0,3,1575000,525000, , ,2018
Wade Keliikipi (20152017) ,DT ,PHI ,PHI ,24,3,1575000,525000, , ,2018
Josh Andrews (20152017) ,G ,PHI ,PHI ,24,3,1575000,525000, , ,2018
Chase Williams (20152017) ,LB ,OAK ,OAK ,0,3,1575000,525000, , ,2018
Collin Rahrig (20152017) ,G ,PIT ,PIT ,0,3,1575000,525000, , ,2018
Michael Johnson (20152017) ,WR ,PHI ,PHI ,0,3,1575000,525000, , ,2018
Tony Johnson (20152017) ,LB ,NYG ,NYG ,0,3,1575000,525000, , ,2018
Chris Manhertz (20152017) ,TE ,BUF ,BUF ,23,3,1575000,525000, , ,2018
Jimmay Mundine (20152017) ,TE ,NE ,NE ,0,3,1575000,525000, , ,2018
Austin Willis (20152017) ,WR ,OAK ,OAK ,0,3,1575000,525000, , ,2018
Kasen Williams (20152017) ,WR ,SEA ,SEA ,0,3,1575000,525000, , ,2018
Babatunde Aiyegbusi (20152017) ,T ,MIN ,MIN ,0,3,1575000,525000, , ,2018
Efe Obada (20152017) ,DE ,DAL ,DAL ,0,3,1575000,525000, , ,2018
Kevin White (20152017) ,CB ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Justin Manton (20152017) ,K ,BAL ,BAL ,23,3,1575000,525000, , ,2018
Forrestal Hickman (20152017) ,T ,SD ,SD ,0,3,1575000,525000, , ,2018
Jake Schum (20152017) ,P ,NYJ ,NYJ ,26,3,1575000,525000, , ,2018
Corey Acosta (20152017) ,K ,SF ,SF ,0,3,1575000,525000, , ,2018
Mario Hull (20152017) ,WR ,SF ,SF ,0,3,1575000,525000, , ,2018
Karl Schmitz (20152017) ,P ,DEN ,DEN ,0,3,1575000,525000, , ,2018
Donteea Dye (20152017) ,WR ,TB ,TB ,0,3,1575000,525000, , ,2018
Adam Humphries (20152017) ,WR ,TB ,TB ,0,3,1575000,525000, , ,2018
Ty Long (20152017) ,K ,WAS ,WAS ,0,3,1575000,525000, , ,2018
Josh Francis (20152017) ,ILB ,GB ,GB ,0,3,1575000,525000, , ,2018
E.J. Bibbs (20152017) ,TE ,CLE ,CLE ,23,3,1575000,525000, , ,2018
Kendall Montgomery (20152017) ,DT ,MIA ,MIA ,0,3,1575000,525000, , ,2018
Phillip Sims (20152017) ,QB ,ARI ,ARI ,22,3,1575000,525000, , ,2018
Rasheed Bailey (20152017) ,WR ,PHI ,PHI ,0,3,1575000,525000, , ,2018
Jason Myers (20152017) ,K ,JAC ,JAC ,24,3,1575000,525000, , ,2018
Brandon Hepburn (20152017) ,OLB ,PHI ,PHI ,25,3,1575000,525000, , ,2018
Leon Mackey (20152017) ,DE ,MIN ,MIN ,26,3,1575000,525000, , ,2018
Jordan Berry (20152017) ,PR ,PIT ,PIT ,0,3,1575000,525000, , ,2018
Terrance Plummer (20152017) ,ILB ,WAS ,WAS ,0,3,1575000,525000, , ,2018
Trevor Harman (20152017) ,WR ,ARI ,ARI ,23,3,1575000,525000, , ,2018
Shayon Green (20152017) ,OLB ,PIT ,PIT ,0,3,1575000,525000, , ,2018
Kasey Redfern (20152017) ,P ,JAC ,JAC ,23,3,1575000,525000, , ,2018
Duron Carter (20152017) ,WR ,IND ,IND ,24,3,1575000,525000,25000,1.59,2018
Warren Herring (20152017) ,DT ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Eric Lefeld (20152017) ,T ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Robenson Therezie (20152017) ,S ,ATL ,ATL ,22,3,1575000,525000, , ,2018
Terron Ward (20152017) ,RB ,ATL ,ATL ,23,3,1575000,525000, , ,2018
Corey Moore (20152017) ,S ,HOU ,HOU ,0,3,1575000,525000, , ,2018
Trey Williams (20152017) ,RB ,WAS ,WAS ,0,3,1575000,525000, , ,2018
Milton Williams (20152017) ,WR ,OAK ,OAK ,0,3,1575000,525000, , ,2018
Carlif Taylor (20152017) ,DT ,NYG ,NYG ,0,3,1575000,525000, , ,2018
Cap Capi (20152017) ,DE ,JAC ,JAC ,0,3,1575000,525000, , ,2018
Richard Ash (20152017) ,DT ,JAC ,JAC ,0,3,1575000,525000, , ,2018
Kasey Closs (20152017) ,WR ,JAC ,JAC ,0,3,1575000,525000, , ,2018
Lavon Hooks (20152017) ,DT ,GB ,GB ,0,3,1575000,525000, , ,2018
Desmond Cooper (20152017) ,S ,JAC ,JAC ,0,3,1575000,525000, , ,2018
Ryan Jensen (20142015) ,RT ,BAL ,BAL ,24,2,1050000,525000, , ,2016
Scott Solomon (20132015) ,OLB ,CLE ,TB ,26,2,1050000,525000, , ,2016
Mike Remmers (20142015) ,RT ,CAR ,CAR ,26,2,1050000,525000, , ,2016
Josh Boyce (20152015) ,WR ,NE ,NE ,24,1,525000,525000, , ,2016
Tevrin Brandon (20152017) ,CB ,DEN ,DEN ,0,3,1560000,520000, , ,2018
Ethan Westbrooks (20142016) ,DE ,STL ,STL ,24,3,1550000,516667,30000,1.94,2017
Cornelius Lucas (20142016) ,RT ,DET ,DET ,24,3,1550000,516667,20000,1.29,2017
Allen Hurns (20142016) ,WR ,JAC ,JAC ,23,3,1545000,515000,20000,1.29,2017
Marcus Roberson (20142016) ,CB ,STL ,STL ,22,3,1545000,515000,15000,0.97,2017
Jackson Jeffcoat (20142016) ,DE ,WAS ,SEA ,23,3,1545000,515000,15000,0.97,2017
Corey Brown (20142016) ,WR ,CAR ,CAR ,29,3,1545000,515000,15000,0.97,2017
Trey Hopkins (20142016) ,G ,CIN ,CIN ,23,3,1545000,515000,15000,0.97,2017
Tenny Palepoi (20142016) ,DT ,SD ,SD ,24,3,1542500,514167,12500,0.81,2017
Garry Gilliam (20142016) ,RT ,SEA ,SEA ,24,3,1542000,514000,12000,0.78,2017
Anthony Steen (20142016) ,G ,ARI ,ARI ,25,3,1542000,514000,12000,0.78,2017
Andrew Norwell (20142016) ,G ,CAR ,CAR ,23,3,1542000,514000,12000,0.78,2017
Albert Wilson (20142016) ,WR ,KC ,KC ,23,3,1540000,513333,10000,0.65,2017
Alex Bayer (20142016) ,TE ,STL ,STL ,24,3,1540000,513333,10000,0.65,2017
Gabe Ikard (20142016) ,C ,TEN ,TEN ,24,3,1540000,513333,10000,0.65,2017
Ryan Hewitt (20142016) ,FB ,CIN ,CIN ,24,3,1540000,513333,10000,0.65,2017
Isaiah Crowell (20142016) ,RB ,CLE ,CLE ,22,3,1540000,513333,10000,0.65,2017
James Hurst (20142016) ,LT ,BAL ,BAL ,23,3,1539000,513000,9000,0.58,2017
Bryan Witzmann (20142016) ,RT ,HOU ,HOU ,25,3,1538000,512667,8000,0.52,2017
Silas Redd (20142016) ,RB ,WAS ,WAS ,23,3,1538000,512667,8000,0.52,2017
Sammy Seamster (20142016) ,CB ,MIA ,BAL ,24,3,1538000,512667,8000,0.52,2017
Brandon Dunn (20142016) ,DT ,CHI ,CHI ,22,3,1538000,512667,8000,0.52,2017
Jonotthan Harrison (20142016) ,C ,IND ,IND ,23,3,1537500,512500,7500,0.49,2017
Josh Stewart (20142016) ,WR ,TEN ,TEN ,22,3,1537500,512500,7500,0.49,2017
Trey Burton (20142016) ,WR ,PHI ,PHI ,23,3,1537500,512500,20000,1.3,2017
Kenny Ladler (20142015) ,S ,BUF ,BUF ,23,3,1537500,512500, , ,2016
Christian Jones (20142016) ,OLB ,CHI ,CHI ,24,3,1537000,512333,7000,0.46,2017
Kasim Edebali (20142016) ,DE ,NO ,NO ,25,3,1536000,512000,6000,0.39,2017
Chris Davis (20142016) ,CB ,SD ,SD ,24,3,1536000,512000,6000,0.39,2017
L.J. McCray (20142016) ,S ,SF ,SF ,24,3,1536000,512000,6000,0.39,2017
Trey Watts (20142016) ,RB ,STL ,STL ,24,3,1536000,512000,6000,0.39,2017
Zach Kerr (20142016) ,DT ,IND ,IND ,24,3,1536000,512000,6000,0.39,2017
Jerome Couplin (20142016) ,S ,PHI ,DET ,23,3,1536000,512000,6000,0.39,2017
Micanor Regis (20152015) ,DT ,CAR ,CAR ,25,1,512000,512000,2000,0.39,2016
Chris Whaley (20142016) ,DT ,DAL ,DAL ,24,3,1535000,511667,5000,0.33,2017
Jayrone Elliot (20142016) ,OLB ,GB ,GB ,23,3,1535000,511667,5000,0.33,2017
Stephen Morris (20142016) ,QB ,JAC ,JAC ,22,3,1535000,511667,35000,2.28,2017
Tyler Shatley (20142016) ,G ,JAC ,JAC ,24,3,1535000,511667,5000,0.33,2017
Rashaad Reynolds (20142016) ,CB ,JAC ,JAC ,24,3,1535000,511667,5000,0.33,2017
Damian Copeland (20142016) ,WR ,JAC ,JAC ,24,3,1535000,511667,5000,0.33,2017
Brian Dixon (20142016) ,CB ,NO ,NO ,25,3,1535000,511667,5000,0.33,2017
Dillon Farrell (20142016) ,C ,SF ,SF ,24,3,1535000,511667,5000,0.33,2017
Michael Ola (20142016) ,G ,CHI ,MIA ,27,3,1535000,511667,5000,0.33,2017
Damien Williams (20142016) ,RB ,MIA ,MIA ,23,3,1535000,511667,5000,0.33,2017
Connor Shaw (20142016) ,QB ,CLE ,CLE ,23,3,1535000,511667, , ,2017
George Uko (20142015) ,DT ,TB ,NO ,23,3,1535000,511667,5000,0.33,2016
Dustin Vaughan (20142016) ,QB ,DAL ,DAL ,24,3,1535000,511667,5000,0.33,2017
Pierre Warren (20142015) ,S ,NO ,NO ,22,3,1534000,511333,4000,0.26,2016
Jeremy Butler (20142016) ,WR ,BAL ,BAL ,24,3,1534000,511333,4000,0.26,2017
James Stone (20142016) ,G ,ATL ,ATL ,23,3,1534000,511333,4000,0.26,2017
Juwan Thompson (20142016) ,RB ,DEN ,DEN ,23,3,1533500,511167,3500,0.23,2017
Mike Pennel (20142016) ,DT ,GB ,GB ,24,3,1533500,511167,3500,0.23,2017
Shaquil Barrett (20142016) ,OLB ,DEN ,DEN ,22,3,1533500,511167,3500,0.23,2017
Max Bullough (20142016) ,ILB ,HOU ,HOU ,23,3,1533000,511000,3000,0.2,2017
Josh Wells (20142016) ,RT ,JAC ,JAC ,24,3,1533000,511000,3000,0.2,2017
Steven Clarke (20142016) ,CB ,MIA ,MIA ,24,3,1533000,511000,3000,0.2,2017
Brock Coyle (20142016) ,ILB ,SEA ,SEA ,24,3,1533000,511000,3000,0.2,2017
Zach Orr (20142016) ,ILB ,BAL ,BAL ,23,3,1533000,511000,3000,0.2,2017
Jerome Smith (20142016) ,RB ,ATL ,ATL ,24,3,1533000,511000,3000,0.2,2017
Kenny Anunike (20142016) ,DE ,DEN ,DEN ,25,3,1532500,510833,2500,0.16,2017
Marcus Williams (20142016) ,CB ,NYJ ,HOU ,24,3,1532000,510667,2000,0.13,2017
Cairo Santos (20142016) ,K ,KC ,KC ,23,3,1532000,510667,2000,0.13,2017
Anthony Johnson (20142016) ,DT ,MIA ,MIA ,22,3,1532000,510667,2000,0.13,2017
Austin Wentworth (20142016) ,RT ,MIN ,MIN ,25,3,1532000,510667,2000,0.13,2017
Chandler Catanzaro (20142016) ,K ,ARI ,ARI ,24,3,1531500,510500,1500,0.1,2017
Corey Washington (20142016) ,WR ,NYG ,ARI ,23,3,1531500,510500,1500,0.1,2017
DeDe Lattimore (20142016) ,ILB ,CHI ,CHI ,24,3,1531500,510500,1500,0.1,2017
Malcolm Butler (20142016) ,CB ,NE ,NE ,25,3,1530000,510000, , ,2017
Cody Parkey (20142016) ,K ,PHI ,IND ,22,3,1530000,510000, , ,2017
Andrew McDonald (20142016) ,RT ,CLE ,SEA ,26,3,1530000,510000, , ,2017
Brandon Coleman (20142016) ,WR ,NO ,NO ,23,3,1530000,510000, , ,2017
Seantavius Jones (20142016) ,WR ,NO ,NO ,22,3,1530000,510000, , ,2017
Kerry Wynn (20142016) ,DE ,NYG ,NYG ,24,3,1530000,510000, , ,2017
Josh Mauro (20142016) ,DE ,ARI ,PIT ,24,3,1530000,510000, , ,2017
Jeremiah Sirles (20142016) ,RT ,SD ,SD ,23,3,1530000,510000, , ,2017
Senorise Perry (20142016) ,RB ,CHI ,CHI ,23,3,1530000,510000, , ,2017
Chris McCain (20142016) ,OLB ,MIA ,MIA ,23,3,1530000,510000, , ,2017
Tyler Patmon (20142016) ,CB ,DAL ,DAL ,24,3,1530000,510000, , ,2017
Henoc Muamba (20142016) ,ILB ,IND ,IND ,26,3,1530000,510000,107000,6.99,2017
Rontez Miles (20142016) ,S ,NYJ ,NYJ ,26,3,1530000,510000, , ,2017
Charles Johnson (20132016) ,WR ,MIN ,MIN ,26,3,1530000,510000, , ,2017
Greg Ducre (20142016) ,CB ,SD ,WAS ,23,3,1530000,510000, , ,2017
Josh Harris (20142015) ,RB ,PIT ,PIT ,24,3,1530000,510000, , ,2016
Travis Long (20142016) ,OLB ,PHI ,PHI ,24,3,1530000,510000, , ,2017
Kenneth Boatright (20142016) ,DE ,DAL ,DAL ,25,3,1530000,510000, , ,2017
Patrick Murray (20142016) ,K ,TB ,TB ,24,3,1530000,510000, , ,2017
Jumal Rolle (20142016) ,CB ,HOU ,GB ,25,3,1530000,510000, , ,2017
Anthony Denham (20142016) ,TE ,HOU ,HOU ,24,3,1530000,510000, , ,2017
T.J. Barnes (20142016) ,DT ,NYJ ,NYJ ,25,3,1530000,510000, , ,2017
Glenn Winston (20142016) ,RB ,CLE ,SF ,26,3,1530000,510000, , ,2017
Akeem Davis (20142016) ,CB ,WAS ,WAS ,25,3,1530000,510000, , ,2017
Glenn Carson (20142016) ,ILB ,ARI ,ARI ,24,3,1530000,510000, , ,2017
Dalton Freeman (20142016) ,C ,NYJ ,NYJ ,25,3,1530000,510000, , ,2017
Jason Ankrah (20142016) ,DE ,HOU ,HOU ,24,3,1530000,510000, , ,2017
Branden Oliver (20142016) ,RB ,SD ,SD ,24,3,1530000,510000, , ,2017
Craig Loston (20142016) ,S ,JAC ,JAC ,25,3,1530000,510000, , ,2017
David Foucault (20142016) ,G ,CAR ,CAR ,26,3,1530000,510000, , ,2017
David Fales (20142016) ,QB ,CHI ,CHI ,24,3,1530000,510000, , ,2017
Taylor Gabriel (20142016) ,WR ,CLE ,CLE ,24,3,1530000,510000, , ,2017
Robert Nelson (20142016) ,S ,CLE ,CLE ,25,3,1530000,510000, , ,2017
Caylin Hauptmann (20152015) ,G ,NE ,NE ,24,1,510000,510000, , ,2016
Kiero Small (20152015) ,FB ,BAL ,BAL ,26,1,510000,510000, , ,2016
Tramain Jacobs (20152015) ,CB ,BAL ,BAL ,23,1,510000,510000, , ,2016
Patrick Scales (20152015) ,LS ,BAL ,BAL ,27,1,510000,510000, , ,2016
Casey Walker (20152015) ,DT ,BAL ,BAL ,25,1,510000,510000, , ,2016
Jeris Pendleton (20152015) ,DT ,IND ,IND ,31,1,510000,510000, , ,2016
Martin Wallace (20152015) ,LT ,CAR ,CAR ,25,1,510000,510000, , ,2016
Scott Simonson (20152015) ,TE ,CAR ,CAR ,23,1,510000,510000, , ,2016
Kapri Bibbs (20152015) ,RB ,DEN ,DEN ,22,1,510000,510000, , ,2016
Isaiah Burse (20152015) ,WR ,DEN ,DEN ,23,1,510000,510000, , ,2016
Nathan Palmer (20152015) ,WR ,DEN ,DEN ,26,1,510000,510000, , ,2016
Gerald Rivers (20152015) ,DE ,DEN ,DEN ,25,1,510000,510000, , ,2016
Chris Harper (20152015) ,WR ,NYG ,NYG ,25,1,510000,510000, , ,2016
Lance Lewis (20152015) ,WR ,NO ,NO ,26,1,510000,510000, , ,2016
Marcus Ball (20152015) ,S ,CAR ,CAR ,28,1,510000,510000, , ,2016
Fitz Toussaint (20152015) ,RB ,BAL ,BAL ,25,1,510000,510000, , ,2016
Keith Smith (20152015) ,ILB ,DAL ,DAL ,23,1,510000,510000, , ,2016
Hebron Fangupo (20152015) ,DT ,KC ,KC ,30,1,510000,510000, , ,2016
Christian Tupou (20152015) ,DT ,CLE ,CLE ,26,1,510000,510000, , ,2016
Tommy Streeter (20152015) ,WR ,MIA ,MIA ,25,1,510000,510000, , ,2016
Chandler Harnish (20152015) ,QB ,ARI ,ARI ,27,1,510000,510000, , ,2016
Kevin Hughes (20152015) ,T ,NE ,NE ,26,1,510000,510000, , ,2016
Caesar Rayford (20152015) ,ILB ,MIN ,MIN ,29,1,510000,510000, , ,2016
Jake Stoneburner (20152015) ,TE ,MIA ,MIA ,25,1,510000,510000, , ,2016
Lowell Rose (20152015) ,CB ,SD ,SD ,25,1,510000,510000, , ,2016
Lamar Mady (20152015) ,G ,OAK ,OAK ,24,1,510000,510000, , ,2016
Daniel Adongo (20152015) ,OLB ,IND ,IND ,25,1,510000,510000, , ,2016
Cam Johnson (20152015) ,OLB ,IND ,IND ,25,1,510000,510000, , ,2016
Chandler Fenner (20152015) ,CB ,NYG ,NYG ,25,1,510000,510000, , ,2016
Zac Dysert (20152015) ,QB ,DEN ,DEN ,25,1,510000,510000, , ,2016
Brad Wing (20152015) ,P ,PIT ,PIT ,24,1,510000,510000, , ,2016
Ben Garland (20152015) ,G ,DEN ,DEN ,27,1,510000,510000, , ,2016
Demetrius Harris (20152015) ,TE ,KC ,KC ,24,1,510000,510000, , ,2016
Steven Terrell (20152015) ,S ,SEA ,SEA ,24,1,510000,510000, , ,2016
Justin Brown (20152015) ,WR ,BUF ,BUF ,24,1,510000,510000, , ,2016
Brenton Bersin (20152015) ,WR ,CAR ,CAR ,25,1,510000,510000, , ,2016
Chris Barker (20152015) ,G ,NE ,NE ,25,1,510000,510000, , ,2016
Rico Richardson (20142016) ,WR ,TEN ,TEN ,24,3,1515000,505000, , ,2017
Brennan Williams (20152016) ,RT ,JAC ,JAC ,24,2,1010000,505000,50000,4.95,2017
De'Andre Presley (20142015) ,CB ,CAR ,CAR ,25,1,503500,503500,8500,1.69,2016
John Lotulelei (20132015) ,OLB ,JAC ,SEA ,23,3,1510000,503333,25000,1.66,2016
Steven Means (20142015) ,DE ,BAL ,BAL ,25,2,1005000,502500, , ,2016
Kenny Wiggins (20142015) ,G ,SD ,SD ,26,2,1005000,502500, , ,2016
Matt Daniels (20142015) ,S ,JAC ,JAC ,25,2,1005000,502500, , ,2016
Lerentee McCray (20132015) ,OLB ,DEN ,DEN ,24,3,1502000,500667,17000,1.13,2016
Jayson Dimanche (20132015) ,ILB ,CIN ,CIN ,24,3,1500000,500000,15000,1,2016
